E,pt,eta,phi
857862.0,506434.0,-1.11465,-2.76267
67894.3,39664.2,1.12195,2.7832
458681.0,443721.0,0.115391,2.61967
769596.0,110262.0,2.63085,-0.633562
110974.0,74955.6,0.930827,-3.04013
1055100.0,680394.0,-1.00277,1.52097
43054.7,38968.1,0.435182,-2.13362
844978.0,726012.0,-0.560918,-0.906429
370403.0,34858.9,3.05391,-0.8142
34071.4,32326.2,0.169765,2.30373
527045.0,425418.0,-0.673841,0.2846
447580.0,182113.0,-1.54252,-1.75938
290672.0,100693.0,-1.7207,1.62916
178015.0,64138.1,-1.67705,-2.40838
1309050.0,52000.9,-3.91849,2.35154
262926.0,22884.4,-3.13244,0.334798
555438.0,489624.0,-0.435591,0.138328
269169.0,147273.0,1.20831,2.8668
129960.0,116119.0,0.446507,-1.18758
48841.3,47499.8,-0.0428603,-0.575281
534933.0,516194.0,-0.208439,0.903941
127776.0,92395.3,0.848763,-2.34412
300665.0,46351.3,-2.5565,2.53142
194008.0,41149.0,2.23034,0.408831
291870.0,254985.0,0.515322,-1.08918
239881.0,231245.0,0.22426,-1.95785
410377.0,202384.0,1.32949,-0.985221
225844.0,136511.0,1.08568,-0.0483719
230578.0,90882.8,-1.58178,0.121009
124398.0,28684.8,2.14394,1.93197
480688.0,422972.0,0.486014,-1.34828
335993.0,164116.0,1.33544,2.72841
105138.0,90909.1,-0.457165,-1.7567
30537.2,25882.3,0.531571,-2.30547
1790280.0,724837.0,1.55332,-1.62868
537593.0,72537.0,2.69078,-2.02911
505500.0,45655.7,-3.09531,2.83617
37800.3,36273.7,-0.246714,2.24105
37465.8,28609.8,-0.751941,-0.461052
1262970.0,1210240.0,0.283504,1.78765
1195300.0,829189.0,0.906382,-1.99428
343580.0,329476.0,-0.250707,0.101772
298213.0,223381.0,0.777145,-0.340556
530069.0,157286.0,1.88442,-1.44007
182211.0,143126.0,0.65834,-2.56195
54781.0,46958.4,0.564644,0.341418
848777.0,833779.0,0.174323,1.90707
77914.5,41042.5,-1.24996,1.73181
683404.0,547630.0,0.655547,2.62479
63220.1,43492.8,-0.913719,-1.08262
34875.0,33679.3,0.248003,2.12889
916745.0,582166.0,1.0236,0.59375
55576.6,52022.0,-0.356907,0.473767
418887.0,355806.0,0.571834,3.0339
282763.0,218196.0,-0.712923,-3.00753
48011.2,27909.7,1.13384,0.763352
847450.0,828258.0,-0.164716,-2.90035
364861.0,351698.0,0.238334,-1.85414
55420.8,48463.8,0.522519,-2.83955
606879.0,351292.0,1.1416,1.14027
415727.0,336391.0,-0.668846,0.30116
67759.9,60614.7,0.464181,-1.72919
151289.0,52123.2,1.72246,2.17421
841564.0,797703.0,-0.201643,3.02601
254268.0,252592.0,-0.068575,-0.348359
197962.0,177342.0,-0.461623,2.19831
164633.0,80732.2,1.33374,-1.43658
735985.0,714395.0,0.23048,-2.88067
299376.0,277508.0,-0.368967,-0.900049
219431.0,171069.0,-0.729004,0.893984
200366.0,110498.0,1.1975,-2.28745
226187.0,59175.4,2.01463,-0.955478
206338.0,49684.4,2.10109,-1.97136
261140.0,29176.0,-2.88113,-0.185705
376583.0,28228.9,3.28235,-1.72668
682898.0,556421.0,-0.65396,0.143618
477631.0,75510.7,2.53107,2.31399
46221.0,45016.0,0.181803,-0.612354
1003130.0,910073.0,0.444877,2.87603
539008.0,512691.0,-0.308378,-0.0615504
414283.0,290122.0,0.892205,-2.491
90245.2,40387.1,1.43799,2.23249
713368.0,373398.0,-1.26218,1.69647
837319.0,358477.0,-1.49174,-0.967963
716186.0,646538.0,0.450618,-0.139937
226079.0,152008.0,0.939471,0.690712
808603.0,500172.0,-1.05842,2.00324
619903.0,210709.0,-1.741,-1.47699
125480.0,73798.1,1.10586,-1.28694
47523.2,43276.1,-0.402706,-1.28015
42573.7,40852.6,0.275756,-1.7199
666892.0,661301.0,0.0373756,-2.69734
425617.0,393137.0,-0.402622,-1.09089
627689.0,354652.0,-1.17113,2.8757
94348.2,86415.6,-0.413991,-2.20666
1327630.0,411292.0,1.83714,2.18618
344625.0,132913.0,-1.60105,0.874398
68586.1,49777.3,0.829482,-2.21343
137335.0,34571.0,2.05241,-1.81426
50966.7,25873.1,-1.29297,0.161988
870961.0,730252.0,-0.59559,1.55213
626983.0,46251.1,-3.29854,-3.0402
837433.0,538475.0,1.00325,-0.653138
79550.5,42040.9,-1.25157,2.5554
647015.0,31798.3,-3.70548,-2.32135
644834.0,576788.0,0.464399,-0.414489
428528.0,35614.0,-3.17889,2.30471
721708.0,657284.0,-0.424637,-1.22908
269528.0,195049.0,-0.842654,-1.93051
74223.5,29364.6,-1.57188,-2.44327
37644.6,24314.6,0.997445,2.18549
274207.0,247802.0,-0.444967,-1.56536
624835.0,212266.0,-1.74219,-2.47546
192115.0,174270.0,-0.443694,-2.19598
71225.1,43986.9,-1.05994,-2.69433
94692.9,40676.3,1.48585,-2.14445
518015.0,453658.0,0.474419,-1.27756
165265.0,140025.0,-0.591389,0.600445
473034.0,82423.7,2.43178,-2.88625
136649.0,30743.0,-2.17123,-0.945928
536579.0,528730.0,0.163662,-2.76714
176262.0,126022.0,-0.859408,-1.28159
735871.0,724985.0,-0.0741954,-0.0537228
545978.0,533080.0,0.119437,-1.60229
268344.0,263360.0,0.14496,0.512454
354162.0,242023.0,-0.926818,0.403118
181918.0,97940.1,1.2192,-2.73951
135696.0,70666.4,1.26634,2.71563
93656.5,64510.0,0.904338,1.67684
107742.0,29552.4,1.96313,-0.738244
154663.0,24667.4,2.52192,2.86692
1093130.0,656144.0,-1.09605,0.255568
224138.0,173904.0,-0.734743,-2.56621
103145.0,26874.2,-2.01955,-3.0506
616966.0,605641.0,-0.187642,-1.15957
136332.0,120230.0,-0.501305,-2.64913
70986.5,38435.6,-1.22204,-1.06509
44001.5,26839.3,-1.0709,0.760149
184907.0,23119.5,2.76787,0.840448
964729.0,864367.0,-0.474157,1.50842
111965.0,44397.4,-1.56621,-0.934958
35948.8,28506.7,-0.704403,-1.48281
574865.0,471248.0,-0.643881,-0.395005
116945.0,82071.8,-0.889469,1.46207
363771.0,69362.2,2.34084,0.0654632
981886.0,956330.0,0.0923959,0.464094
991038.0,579067.0,1.10942,-2.13931
900326.0,234247.0,2.02024,1.9065
88961.1,85093.4,-0.226877,1.77872
69913.7,31503.4,1.43112,-1.47815
35283.2,23790.1,-0.931213,-0.977707
934066.0,700379.0,-0.785353,2.8486
494125.0,36478.9,3.29777,-2.89743
1128960.0,702830.0,1.05073,-2.18475
168031.0,25718.9,-2.5631,-0.361118
618596.0,537663.0,-0.53988,1.29027
416222.0,414214.0,0.00778134,-1.33031
765600.0,581341.0,-0.773713,-2.50858
535541.0,286752.0,-1.22246,1.06296
125173.0,114324.0,0.425071,0.44072
679816.0,38639.1,3.55984,-2.59446
1029230.0,940567.0,-0.425524,-0.298194
338728.0,328953.0,0.210813,-2.83412
93982.5,69577.1,-0.797952,0.640806
467884.0,33093.6,3.34061,-0.926029
46751.2,27292.2,-1.11939,-1.12181
130402.0,24527.9,2.35327,-2.20995
1326420.0,1303310.0,0.17082,2.83716
740754.0,187851.0,2.04831,1.01365
1877230.0,687846.0,1.66117,0.407712
342718.0,121095.0,1.69718,-0.676144
601272.0,33425.3,3.58199,-0.144344
784367.0,673904.0,0.556478,0.616655
105393.0,88326.0,0.605406,-2.09149
81528.2,65875.1,-0.663185,1.34208
201550.0,31701.1,-2.53633,-0.825425
1473820.0,1344350.0,-0.434966,-2.01145
598403.0,77143.3,-2.73728,2.47129
519138.0,499972.0,0.271927,-3.05608
736734.0,87045.2,-2.82506,1.94837
63101.6,54178.9,0.552103,1.24121
284320.0,280215.0,0.0707551,-0.593875
234099.0,186920.0,-0.687638,2.10121
311991.0,185449.0,1.10462,0.170326
651081.0,110652.0,2.45772,0.542237
1001290.0,827139.0,-0.629996,-2.82004
237454.0,143607.0,-1.06982,2.84388
265524.0,95551.7,-1.67935,-1.08373
88924.6,23989.1,-1.98212,2.55928
1140740.0,931257.0,-0.639659,0.463097
515361.0,44971.0,3.12994,-2.66745
254083.0,43144.7,2.45843,-2.91304
42497.5,38071.6,0.448341,1.76012
364014.0,30388.1,-3.17422,0.565584
480239.0,416250.0,0.528429,-2.49607
138700.0,120506.0,0.519743,2.23286
1359390.0,73840.1,3.60525,-0.538866
1001260.0,42201.6,3.85925,-2.27226
40245.1,25861.2,-1.00743,1.15493
322408.0,265901.0,-0.634857,-0.364733
337966.0,200551.0,-1.10792,-1.27239
289007.0,182561.0,-1.03145,0.988316
659178.0,624676.0,0.311966,0.589697
277278.0,140199.0,1.29846,0.10052
80104.7,28939.5,-1.67201,-0.34467
1420490.0,678491.0,1.36727,-2.81125
178675.0,163664.0,0.420274,0.569234
191874.0,59474.0,-1.83714,-2.79022
53023.9,32236.3,1.07424,0.287728
115936.0,29502.6,-2.04314,-1.97669
584215.0,532702.0,0.428171,2.73649
211575.0,121401.0,-1.15134,2.37445
512754.0,40702.7,-3.22497,-1.65136
1087350.0,1080810.0,-0.0931028,1.973
257971.0,97793.2,1.62125,-2.47369
45279.6,42994.4,-0.260699,-2.03477
58917.4,32461.5,-1.19138,-1.0732
565035.0,563710.0,0.0169263,-3.0425
346701.0,253963.0,0.818328,2.60503
38848.4,26200.4,-0.94117,-0.973002
648074.0,635801.0,-0.136184,3.09062
105001.0,39129.2,1.64181,0.126826
28681.1,25877.9,-0.452962,-0.985584
630978.0,629206.0,-0.0227206,0.680732
541104.0,134432.0,-2.06837,-2.69673
581662.0,101090.0,-2.43515,-0.821788
123766.0,74960.1,-1.07955,1.8237
46818.1,42727.3,-0.395987,-1.12685
39702.1,36210.3,-0.348892,-0.234244
985561.0,599123.0,1.08108,-1.51461
40776.6,29681.1,0.817617,-0.727878
1049330.0,894276.0,0.578755,2.57507
252923.0,129406.0,-1.28973,-1.23036
684935.0,678444.0,0.13258,-1.37033
509127.0,375397.0,-0.816068,-2.79935
180907.0,178792.0,-0.140102,-2.38658
259517.0,50181.2,-2.32649,1.10489
1610980.0,1129080.0,0.892473,-2.66768
306526.0,288169.0,0.343546,0.443451
453870.0,162543.0,1.68378,-2.26522
1185370.0,358834.0,1.86044,2.12427
366744.0,92008.2,2.05783,0.302516
119831.0,82296.5,0.915693,-0.323689
538151.0,56942.9,2.93587,0.910251
49714.8,26886.8,1.22346,1.64395
577500.0,557280.0,0.254488,2.00777
2283370.0,202322.0,3.11463,-2.51275
178262.0,153546.0,-0.556544,-1.19241
443771.0,76545.5,-2.44241,2.96843
419776.0,54225.1,-2.73495,-1.20542
202133.0,41711.8,2.25997,-1.03455
557437.0,543536.0,0.221335,-1.97169
1493610.0,167954.0,2.87503,1.514
144318.0,27740.2,2.3327,2.2234
240375.0,23785.1,3.00355,-0.00195868
883872.0,849454.0,0.236155,0.892572
71755.9,56994.3,0.667482,2.33825
40353.7,31855.6,0.706268,1.6271
48196.0,25815.1,-1.23429,2.4532
491842.0,384782.0,0.726682,2.29246
371199.0,346202.0,-0.184308,-0.606631
96912.6,94500.5,-0.199884,2.5679
94918.8,46515.7,-1.32636,2.54979
337581.0,37363.4,-2.89078,0.329099
818057.0,810897.0,0.0661192,0.941271
925298.0,652490.0,-0.877914,1.74024
665932.0,645145.0,0.24967,-2.03051
424923.0,184699.0,1.47302,-0.966909
213710.0,92048.0,1.48335,0.0116707
239559.0,61754.3,2.0314,-1.51988
519490.0,481912.0,-0.305553,-2.74677
709321.0,294274.0,1.52315,-0.850349
808233.0,657134.0,0.632335,-2.2565
520090.0,24410.1,3.75154,-0.838668
471901.0,464962.0,-0.148728,-0.391214
867756.0,333335.0,1.60937,-2.23312
198679.0,153955.0,0.737906,1.59426
237439.0,129676.0,-1.21147,2.89717
837074.0,660947.0,-0.708686,2.30134
366462.0,352799.0,-0.234221,-2.99691
353016.0,348853.0,0.100765,-0.821537
1372540.0,1221330.0,-0.440712,-1.2122
63062.8,61645.2,0.0784918,-0.54517
304284.0,278855.0,-0.417333,0.991155
158315.0,134555.0,-0.579016,2.96472
95201.5,92058.5,-0.216686,-1.19701
430305.0,68186.3,2.52859,0.172081
48984.4,44405.8,-0.440394,-0.59538
104037.0,25399.5,-2.08508,-1.77615
1735550.0,929156.0,-1.23635,-0.943437
195399.0,169608.0,-0.534691,1.65735
144985.0,137486.0,-0.317858,2.34498
1345220.0,122706.0,3.08554,0.55719
547745.0,533632.0,0.211187,2.35037
819373.0,59656.4,-3.31173,-3.1106
54251.5,42212.3,0.736874,-0.950752
70719.7,23734.8,1.74852,1.28872
1170400.0,713284.0,1.07819,1.31357
1176510.0,480907.0,1.54243,0.47748
148870.0,141635.0,0.295869,1.81509
46846.3,37896.7,-0.652,1.98981
1578900.0,1071520.0,-0.937896,-1.99121
663959.0,479733.0,-0.848128,0.532358
700602.0,695565.0,-0.0321091,0.474881
206947.0,176056.0,0.56805,-0.140922
395351.0,74112.9,-2.35817,-0.6783
423817.0,400216.0,-0.297225,-0.257551
355154.0,331996.0,0.366611,0.126556
173609.0,97748.2,1.16605,-0.769511
294993.0,39200.9,2.70631,-0.980731
79267.5,28740.2,1.66996,-0.1263
343931.0,22886.3,3.40188,-1.24889
591270.0,442639.0,-0.794923,2.36981
819911.0,253277.0,-1.84277,-1.4918
183841.0,179627.0,0.163295,1.58765
77477.6,55572.2,0.854917,2.72336
749358.0,557337.0,-0.78339,-0.85675
581784.0,211061.0,-1.67121,-0.270938
260168.0,41263.1,-2.5275,0.00402911
104973.0,35397.5,1.74929,2.95061
864755.0,565856.0,-0.981027,0.769179
79364.5,78423.3,0.0284293,-2.01262
784339.0,779321.0,0.0883934,-0.952082
39503.1,36119.5,-0.396688,2.98229
419999.0,34199.3,-3.19947,0.089341
1113000.0,824328.0,-0.808415,1.48126
145137.0,131807.0,-0.442075,-1.26495
999765.0,660167.0,0.972421,-2.07145
67373.2,33727.3,1.31486,0.668786
98866.1,29844.8,-1.86529,-2.36483
1357140.0,406522.0,1.87493,-0.0840237
80670.1,67679.7,-0.605399,2.23562
67900.6,65933.4,0.210264,-2.37058
107264.0,63214.1,1.11804,-0.218489
810605.0,711891.0,-0.491949,-1.94989
336996.0,35607.6,2.93773,-2.66767
175461.0,26281.8,-2.58564,2.78412
511898.0,383355.0,0.790471,-2.96511
416217.0,131768.0,1.8153,0.607488
90809.2,73614.3,0.661212,-1.99829
123922.0,44437.7,1.68325,-2.94756
377950.0,38380.8,2.97751,-1.63901
231065.0,35772.2,2.55198,1.15749
660394.0,22860.5,4.05622,1.63519
622991.0,419250.0,0.943907,-2.03445
444902.0,125090.0,-1.94063,2.41901
99431.0,95570.9,-0.193923,-0.113681
317169.0,92940.9,1.89593,-2.44096
42807.4,38360.7,0.461307,-1.53852
49885.9,30497.8,-1.05456,3.10027
1682460.0,1036600.0,1.06361,1.40137
416246.0,410315.0,0.0107431,-1.67093
206878.0,201097.0,0.211262,-0.877831
245895.0,207288.0,0.596156,-0.422806
178778.0,126198.0,-0.875012,-0.806576
261473.0,114534.0,1.46454,0.466439
54739.4,51413.4,-0.267224,-0.162162
92713.3,49093.5,-1.24747,2.70874
120077.0,36720.1,-1.85014,-2.11804
506213.0,35394.6,3.3521,0.294183
397737.0,387278.0,-0.0968928,1.2931
165285.0,66899.9,-1.553,-2.08208
1203090.0,63807.4,-3.6292,-2.7153
375940.0,56199.8,2.5874,1.8454
1105210.0,41440.7,-3.97628,-1.21341
983226.0,975030.0,0.123175,-1.44332
382936.0,282342.0,0.813038,1.37522
670273.0,449880.0,0.950893,1.86518
488969.0,332995.0,0.928986,-0.362287
1010680.0,577431.0,1.14836,0.246518
746906.0,287043.0,1.60735,-2.73893
37834.8,33600.6,0.466594,0.39447
487034.0,30218.6,-3.47198,-2.69523
117484.0,26399.8,-2.17193,-1.56309
694422.0,479770.0,-0.897337,-0.669095
597732.0,178602.0,-1.87584,0.0356709
791108.0,151498.0,2.33667,-1.39269
116324.0,107445.0,0.372398,3.02809
585895.0,42796.8,3.30834,0.545396
40751.7,40490.2,-0.10244,-0.625756
402541.0,35850.9,-3.10931,1.36981
84389.2,26758.2,1.81292,0.953259
30051.1,23742.8,-0.70012,0.119521
928742.0,822141.0,-0.496364,0.802061
300854.0,171639.0,1.15863,1.72281
204003.0,40114.4,2.30781,-1.31654
545115.0,286203.0,1.25782,0.267746
754761.0,141644.0,-2.35677,-0.104819
141277.0,139831.0,0.128229,-0.0325242
47227.9,40203.4,0.578478,0.852442
625043.0,431013.0,0.908376,2.06212
108020.0,93886.0,0.538955,-2.37608
80735.6,76295.0,-0.310569,0.846605
50111.8,46556.3,0.380202,2.89115
2066110.0,305254.0,2.59986,-2.91798
251187.0,208812.0,0.614016,0.497916
207448.0,203786.0,-0.176653,2.04189
292802.0,78129.3,1.99281,-0.742308
92256.9,49020.9,1.23941,-2.22152
901974.0,803039.0,0.477608,-2.59082
56299.4,27025.5,-1.36003,3.10794
1436950.0,826247.0,-1.14975,-1.61913
403145.0,155501.0,-1.60326,-3.09358
174777.0,154003.0,0.503819,1.01371
320274.0,40799.5,2.74934,1.10393
1324800.0,946465.0,0.858391,-1.70252
855842.0,295925.0,-1.72362,1.44622
489286.0,144693.0,1.88817,-0.620444
31453.8,28241.8,-0.432692,-1.52043
1217240.0,634010.0,-1.26779,-0.165967
285451.0,282045.0,0.100941,-0.582271
71280.1,70789.0,-0.0170855,1.82766
780362.0,612032.0,-0.723784,2.33342
187895.0,187224.0,0.0459866,-2.06101
492018.0,269779.0,-1.20124,2.30792
545411.0,268757.0,-1.33242,0.697264
703065.0,134369.0,2.33823,-0.586498
41466.0,41068.9,0.0364446,2.58596
847969.0,811958.0,0.276566,-0.243739
177289.0,28749.7,-2.50452,1.40476
120884.0,23729.8,-2.31082,-0.23644
410105.0,352009.0,0.442982,0.0758115
343376.0,250454.0,-0.818891,2.22386
300426.0,183371.0,1.0737,2.78113
81286.7,42699.2,-1.25035,1.37905
534297.0,496588.0,-0.20687,2.11345
169664.0,143296.0,0.58895,-2.88309
124002.0,120225.0,-0.154144,0.13494
113545.0,62691.0,-1.19413,-2.42496
174735.0,28573.1,-2.49602,0.544274
792741.0,772208.0,-0.0998576,1.19115
135413.0,69625.0,1.28019,1.31025
69905.9,57745.7,0.625798,0.885244
377938.0,28229.2,3.28595,2.18132
31628.7,26678.7,-0.558147,2.23703
345286.0,337570.0,0.181615,-1.27287
290531.0,125271.0,-1.48333,2.03564
328577.0,114343.0,1.71119,2.30349
47223.5,42444.0,0.450879,-0.436654
258135.0,26167.0,2.97891,1.41567
1018710.0,689093.0,0.931056,-1.88995
65334.1,50884.8,-0.732185,1.74555
776003.0,734713.0,-0.331719,-0.936799
960089.0,214704.0,-2.17802,2.84651
426987.0,53160.5,2.77263,-1.12473
1064900.0,624380.0,1.12613,-1.04099
1896650.0,37034.6,-4.62904,-0.773251
987632.0,856385.0,-0.544054,2.80343
344785.0,301958.0,-0.508514,-0.593545
1122570.0,649879.0,-1.14265,-0.480828
32944.0,27933.9,0.585772,1.33471
405020.0,333200.0,-0.639342,-1.99094
325053.0,311330.0,0.271682,-2.63407
141552.0,113868.0,0.677051,-1.62437
873929.0,817693.0,-0.326524,-1.29715
144463.0,84083.1,1.13189,-2.81067
768090.0,758774.0,0.0907571,-0.0104898
38756.9,36493.8,0.197739,2.08063
34597.1,24904.5,0.828871,0.540122
909711.0,429684.0,1.38076,2.01802
268561.0,255912.0,-0.311277,-1.997
612468.0,603060.0,-0.1475,1.55431
456954.0,139025.0,1.85868,-2.63522
339747.0,323428.0,0.29993,0.0636164
1470420.0,295062.0,-2.28897,0.112909
206308.0,29309.9,-2.63834,-2.2504
957821.0,943083.0,-0.0553958,-1.36381
412604.0,70628.3,-2.45016,2.91568
404636.0,389538.0,-0.244409,1.0582
311596.0,206287.0,-0.967784,-2.84207
69823.0,66259.5,-0.285531,-2.37623
38643.7,35137.8,0.44308,-0.497997
511870.0,466367.0,-0.403383,-0.26617
212429.0,210469.0,0.0338781,2.60645
44046.7,43115.3,0.0527514,0.220467
486285.0,483686.0,-0.0491981,2.87528
125346.0,115363.0,0.386227,1.02504
94499.3,67265.6,-0.85942,-0.620601
72851.8,26650.6,1.65869,-2.14063
351278.0,338391.0,0.138105,0.58629
205084.0,174977.0,-0.562145,-0.515163
1686180.0,136292.0,-3.20679,2.50389
291901.0,24374.0,-3.17403,1.29882
269192.0,267450.0,0.0205183,0.105717
290797.0,233313.0,-0.682846,-0.100533
323660.0,182964.0,-1.16287,-2.22988
168014.0,76822.4,1.41541,1.23474
771106.0,687676.0,0.466833,-2.52172
503732.0,30674.0,3.49078,-1.98492
708643.0,577503.0,-0.652265,-1.87091
379822.0,199431.0,1.25797,-1.11119
731258.0,673224.0,-0.35216,3.12273
567606.0,343857.0,1.08484,2.0379
174969.0,150206.0,0.5611,-0.747181
399533.0,136381.0,-1.73542,-2.34114
103472.0,90464.5,-0.460288,1.64392
77555.4,49674.7,1.00559,0.277868
34219.4,34067.1,-0.0426001,-1.23759
446229.0,280404.0,-1.03797,0.833427
295549.0,258503.0,-0.490416,2.66957
238574.0,186120.0,0.710576,-0.347457
198437.0,127376.0,1.01063,1.21597
474466.0,92290.9,2.32043,-0.566704
57100.2,51722.9,0.434214,-1.93231
654471.0,620637.0,0.322208,-1.0749
66008.4,64763.2,-0.156879,2.11044
1004670.0,998953.0,-0.0774755,-1.87836
219900.0,55322.8,2.05585,1.17071
461733.0,329403.0,-0.863138,-1.85007
588514.0,314597.0,1.23297,1.17651
290375.0,136807.0,-1.38096,-2.68462
131675.0,112341.0,-0.560822,-2.63977
46332.6,41094.6,-0.474092,1.88931
800838.0,797680.0,0.0463991,-0.865566
218706.0,68882.8,1.81591,0.346573
39520.4,35286.0,0.47609,-2.29537
46969.8,32505.2,-0.902781,-0.824069
870942.0,710699.0,-0.647264,-3.09552
80277.0,79013.5,-0.0942483,2.45264
258563.0,37840.9,-2.60876,-0.345254
595454.0,578693.0,-0.231304,-0.294587
123496.0,56456.6,1.41396,-1.85034
199674.0,35852.0,2.40046,-1.71388
47626.4,35432.2,-0.786769,2.15273
807309.0,791649.0,0.155881,-0.12416
68243.7,52159.1,-0.74151,3.02689
1121580.0,609774.0,1.21831,-0.973823
140493.0,134121.0,-0.297384,2.62664
414308.0,75309.0,2.38824,1.72198
1014210.0,876134.0,-0.543592,1.00187
553218.0,507677.0,0.414401,-2.05756
59528.6,58417.3,0.112204,1.31588
82767.3,56387.4,-0.927429,-2.00772
1159160.0,696549.0,1.07795,-1.62338
247452.0,243121.0,0.12556,-2.89135
471932.0,52423.0,-2.88745,-0.493521
115228.0,33299.9,1.91116,-1.74611
2073210.0,503271.0,2.09154,0.911268
584307.0,82952.0,-2.64003,-1.25254
645164.0,68108.2,2.93846,1.14407
92554.6,65435.6,-0.880524,1.47929
648507.0,524364.0,-0.668701,1.30967
669571.0,93866.4,2.65256,0.174047
890557.0,78715.6,3.11713,-1.56414
427768.0,409603.0,-0.240681,2.25817
222920.0,220387.0,-0.127924,-0.777099
655783.0,528698.0,-0.630492,-0.84655
193308.0,116515.0,-1.09138,2.96631
93824.2,89767.6,0.283855,-2.71899
1374260.0,1196300.0,0.537191,2.36735
318729.0,233117.0,0.797531,-0.911498
1166120.0,359323.0,1.84517,-1.10764
428693.0,172089.0,1.56195,-1.77775
376588.0,169400.0,1.43624,1.54355
343687.0,25467.0,-3.2941,1.44467
641712.0,517353.0,-0.663193,-0.600865
343583.0,297715.0,-0.520874,0.311236
164238.0,162701.0,-0.0644931,2.51198
158635.0,72121.7,1.4226,-1.45001
238481.0,62167.5,-2.01827,-2.49272
45780.8,38055.5,0.600678,0.702148
857123.0,517382.0,1.08677,-1.20795
615066.0,77425.3,2.76157,2.34105
240500.0,77044.6,1.80246,2.78894
546389.0,72306.4,2.71075,-2.7703
119877.0,55148.7,1.40906,1.98264
90849.3,52102.9,-1.14198,-2.10988
33162.2,30942.8,0.30013,1.09625
899228.0,522176.0,-1.13638,0.635495
223551.0,157022.0,0.88007,-2.70418
36088.5,33080.1,0.421738,-2.16285
582253.0,542500.0,0.370036,-1.99002
159454.0,97197.1,-1.07019,-1.35113
448229.0,426357.0,-0.17956,-0.610696
231467.0,183050.0,0.683722,-0.189701
118911.0,74070.6,1.04661,1.99921
114481.0,26837.3,2.12628,-0.945206
345664.0,298774.0,0.545602,1.64317
284295.0,279383.0,0.176584,0.465515
584021.0,91808.6,2.5366,-0.439833
614081.0,34087.9,-3.58352,-1.3323
455913.0,447689.0,-0.186482,3.06866
389853.0,97773.0,2.0595,-1.67376
60879.6,55038.3,-0.436533,2.27639
371573.0,38175.6,2.96562,-0.132709
505030.0,352221.0,0.88967,2.49129
263132.0,173614.0,0.967783,-2.09723
153771.0,147783.0,0.256149,-2.12678
251276.0,54785.2,2.20357,-1.78707
255864.0,34513.1,-2.69094,-2.36727
1324190.0,977284.0,0.803572,-0.165476
71131.2,37571.8,1.24504,1.88056
68027.8,23499.7,1.72283,0.871601
646462.0,609640.0,0.138147,2.33686
512028.0,306722.0,1.0985,1.82576
327897.0,188882.0,-1.13488,-0.96436
140823.0,126074.0,0.47083,3.0024
390234.0,48219.0,2.7801,-0.157668
920869.0,346466.0,1.63231,0.800605
322290.0,298730.0,-0.340454,-1.51142
96043.1,42917.7,-1.44268,2.32694
30018.2,28200.4,-0.34567,-0.809413
836475.0,529997.0,1.02181,-2.86637
295555.0,67909.0,2.1494,-2.33673
31687.1,31141.2,-0.0834704,-1.69649
655931.0,595914.0,-0.406429,-2.06476
185424.0,97748.9,-1.2462,2.19869
762142.0,45490.9,3.51074,1.90695
421091.0,404073.0,0.268501,-0.76322
247735.0,232534.0,-0.246765,2.74461
147585.0,48570.8,-1.77365,0.649174
756107.0,692990.0,-0.388736,0.889921
1048840.0,1042020.0,0.0874887,2.53471
343496.0,77529.8,2.16747,-1.22055
53355.0,33145.4,-1.05359,0.236927
79352.6,27094.0,1.73526,-1.69351
606041.0,581499.0,0.26881,-0.566508
81933.9,71783.7,-0.459611,-0.957543
535805.0,508561.0,-0.320346,0.378695
333089.0,107787.0,1.7937,1.99664
